user_id,event_time,event_type,page_url,referrer,device,revenue
user_01574,2025-10-25 09:36:34.980170,page_view,/products,direct,desktop,0.0
user_00237,2025-09-26 00:01:56.980170,page_view,/blog,google,desktop,0.0
user_00323,2025-08-13 16:21:40.980170,page_view,/products,direct,desktop,0.0
user_00262,2025-10-10 05:22:39.980170,page_view,/,google,desktop,0.0
user_00987,2025-08-20 23:43:21.980170,purchase,/cart,direct,desktop,15.38
user_00760,2025-08-14 06:45:29.980170,page_view,/,google,mobile,0.0
user_01667,2025-08-30 22:55:09.980170,page_view,/pricing,direct,mobile,0.0
user_01764,2025-10-15 21:34:01.980170,page_view,/,newsletter,desktop,0.0
user_01490,2025-09-12 18:04:58.980170,page_view,/home,organic,mobile,0.0
user_00985,2025-09-17 05:56:51.980170,page_view,/products/widget,facebook,mobile,0.0
user_01413,2025-10-01 15:13:43.980170,purchase,/checkout,direct,desktop,376.4
user_00252,2025-10-05 21:06:56.980170,add_to_cart,/checkout,google,mobile,0.0
user_00081,2025-09-25 22:12:49.980170,page_view,/pricing,google,desktop,0.0
user_02442,2025-09-04 14:33:15.980170,page_view,/blog/how-to,google,desktop,0.0
user_01363,2025-10-01 05:56:29.980170,page_view,/blog,affiliate,mobile,0.0
user_00246,2025-09-15 09:36:06.980170,page_view,/pricing,google,desktop,0.0
user_02058,2025-09-29 12:24:28.980170,page_view,/contact,direct,desktop,0.0
user_00718,2025-08-23 12:29:32.980170,purchase,/cart,direct,mobile,251.91
user_01348,2025-09-29 06:19:11.980170,page_view,/,direct,mobile,0.0
user_00746,2025-10-27 02:02:39.980170,page_view,/blog/how-to,direct,desktop,0.0
user_01360,2025-08-31 09:18:23.980170,purchase,/cart,google,desktop,93.14
user_01535,2025-08-09 08:38:01.980170,page_view,/pricing,affiliate,desktop,0.0
user_02333,2025-09-16 20:28:53.980170,page_view,/blog/how-to,direct,mobile,0.0
user_00594,2025-08-05 23:57:53.980170,add_to_cart,/products/widget,organic,desktop,0.0
user_02337,2025-09-07 13:31:45.980170,add_to_cart,/home,organic,desktop,0.0
user_00202,2025-08-19 01:05:33.980170,page_view,/pricing,direct,desktop,0.0
user_02263,2025-10-22 23:58:30.980170,page_view,/home,affiliate,mobile,0.0
user_00323,2025-10-04 08:59:16.980170,page_view,/,affiliate,desktop,0.0
user_02386,2025-10-03 01:59:03.980170,add_to_cart,/products/widget,direct,mobile,0.0
user_01146,2025-10-08 18:06:52.980170,page_view,/contact,direct,desktop,0.0
user_00745,2025-08-21 16:22:52.980170,page_view,/products,google,desktop,0.0
user_00538,2025-09-10 23:57:05.980170,sign_up,/,direct,mobile,0.0
user_00790,2025-09-14 23:55:00.980170,page_view,/blog/how-to,google,mobile,0.0
user_02359,2025-09-20 14:36:59.980170,add_to_cart,/cart,direct,mobile,0.0
user_01606,2025-10-10 15:49:27.980170,page_view,/products,facebook,desktop,0.0
user_00422,2025-08-05 05:43:17.980170,page_view,/,facebook,desktop,0.0
user_01263,2025-10-26 23:17:22.980170,purchase,/checkout,organic,mobile,60.64
user_00301,2025-08-15 10:28:52.980170,begin_checkout,/cart,facebook,desktop,0.0
user_02470,2025-09-16 15:39:03.980170,page_view,/products/widget,organic,mobile,0.0
user_00771,2025-08-23 13:22:23.980170,page_view,/blog,organic,desktop,0.0
user_02462,2025-10-15 01:30:34.980170,begin_checkout,/checkout,direct,mobile,0.0
user_00144,2025-10-07 09:41:21.980170,page_view,/,organic,desktop,0.0
user_00822,2025-09-11 23:26:07.980170,add_to_cart,/blog,newsletter,mobile,0.0
user_02404,2025-10-19 01:00:08.980170,add_to_cart,/contact,facebook,tablet,0.0
user_01142,2025-09-08 15:08:07.980170,page_view,/blog,google,desktop,0.0
user_00137,2025-09-22 16:08:31.980170,page_view,/,direct,mobile,0.0
user_00124,2025-09-21 18:33:42.980170,page_view,/blog/how-to,google,desktop,0.0
user_01187,2025-10-08 12:01:25.980170,purchase,/cart,direct,tablet,365.77
user_01489,2025-10-23 14:18:28.980170,purchase,/checkout,direct,desktop,18.9
user_01454,2025-09-30 09:33:47.980170,page_view,/blog,google,mobile,0.0
user_02439,2025-10-08 04:20:31.980170,remove_from_cart,/pricing,google,desktop,0.0
user_01517,2025-09-28 10:39:11.980170,page_view,/contact,facebook,mobile,0.0
user_01658,2025-10-20 04:22:48.980170,page_view,/,direct,desktop,0.0
user_00845,2025-09-18 13:39:49.980170,page_view,/products,direct,desktop,0.0
user_01427,2025-10-29 14:38:02.980170,purchase,/cart,twitter,tablet,6.76
user_01716,2025-09-01 14:12:33.980170,begin_checkout,/home,direct,desktop,0.0
user_00769,2025-08-16 11:30:02.980170,page_view,/products/gadget,google,desktop,0.0
user_01464,2025-09-14 20:58:36.980170,page_view,/blog,organic,desktop,0.0
user_01785,2025-09-03 11:30:42.980170,page_view,/products/widget,direct,desktop,0.0
user_02481,2025-08-17 09:49:15.980170,page_view,/blog/how-to,direct,desktop,0.0
user_02418,2025-09-01 14:12:04.980170,begin_checkout,/products,organic,desktop,0.0
user_01378,2025-10-29 21:30:13.980170,page_view,/products,direct,mobile,0.0
user_01315,2025-10-11 23:40:29.980170,page_view,/pricing,organic,mobile,0.0
user_02204,2025-10-23 20:53:43.980170,add_to_cart,/home,organic,mobile,0.0
user_01831,2025-09-27 13:02:40.980170,purchase,/products,organic,tablet,11.81
user_01446,2025-08-13 00:28:37.980170,begin_checkout,/checkout,facebook,desktop,0.0
user_02337,2025-08-18 02:49:48.980170,page_view,/,organic,mobile,0.0
user_01042,2025-09-21 09:04:32.980170,page_view,/pricing,google,desktop,0.0
user_02467,2025-10-04 08:06:33.980170,page_view,/products,newsletter,mobile,0.0
user_00006,2025-09-12 02:38:23.980170,add_to_cart,/products,facebook,mobile,0.0
user_00449,2025-08-28 16:54:19.980170,page_view,/products/gadget,facebook,desktop,0.0
user_01280,2025-09-20 13:30:25.980170,page_view,/pricing,google,tablet,0.0
user_00733,2025-09-20 19:40:07.980170,page_view,/contact,direct,desktop,0.0
user_01165,2025-10-23 03:06:59.980170,page_view,/,twitter,mobile,0.0
user_02159,2025-10-07 13:45:15.980170,page_view,/home,google,mobile,0.0
user_00673,2025-08-17 02:23:04.980170,page_view,/,google,desktop,0.0
user_01334,2025-09-27 05:58:10.980170,add_to_cart,/,organic,desktop,0.0
user_00656,2025-09-03 08:33:01.980170,page_view,/home,google,mobile,0.0
user_02337,2025-08-31 19:35:01.980170,page_view,/products/gadget,direct,desktop,0.0
user_02353,2025-08-24 04:52:52.980170,page_view,/cart,google,desktop,0.0
user_00492,2025-09-22 13:09:32.980170,page_view,/blog/how-to,organic,mobile,0.0
user_00346,2025-09-23 11:17:33.980170,page_view,/checkout,facebook,desktop,0.0
user_01683,2025-08-06 13:17:51.980170,add_to_cart,/products,twitter,desktop,0.0
user_00269,2025-10-31 03:33:35.980170,page_view,/contact,direct,mobile,0.0
user_00771,2025-08-13 22:23:46.980170,sign_up,/,facebook,desktop,0.0
user_00322,2025-08-19 01:36:17.980170,add_to_cart,/products/widget,direct,desktop,0.0
user_00476,2025-08-14 05:19:18.980170,page_view,/pricing,google,desktop,0.0
user_00964,2025-10-24 20:11:48.980170,page_view,/products/gadget,newsletter,desktop,0.0
user_02262,2025-10-16 04:31:16.980170,page_view,/blog,newsletter,mobile,0.0
user_00672,2025-08-28 04:35:07.980170,page_view,/blog,facebook,desktop,0.0
user_00018,2025-08-31 05:42:02.980170,begin_checkout,/products/gadget,direct,desktop,0.0
user_00250,2025-09-03 19:22:09.980170,add_to_cart,/products/widget,facebook,mobile,0.0
user_01354,2025-09-04 17:29:53.980170,page_view,/pricing,affiliate,desktop,0.0
user_02110,2025-10-08 03:39:26.980170,page_view,/contact,affiliate,desktop,0.0
user_00594,2025-09-27 17:22:36.980170,page_view,/blog,direct,desktop,0.0
user_00630,2025-08-06 17:36:39.980170,page_view,/blog/how-to,google,desktop,0.0
user_00709,2025-10-18 23:39:51.980170,purchase,/pricing,facebook,desktop,24.13
user_01809,2025-10-22 05:15:49.980170,page_view,/blog/how-to,affiliate,mobile,0.0
user_00478,2025-08-18 00:55:11.980170,page_view,/pricing,facebook,desktop,0.0
user_01065,2025-08-23 11:43:00.980170,page_view,/products/widget,organic,desktop,0.0
user_00705,2025-09-16 02:59:36.980170,add_to_cart,/products/widget,google,desktop,0.0
user_00491,2025-10-02 19:16:32.980170,page_view,/contact,google,desktop,0.0
user_00177,2025-08-08 01:53:13.980170,page_view,/home,organic,desktop,0.0
user_00981,2025-10-03 11:20:57.980170,page_view,/checkout,google,desktop,0.0
user_02423,2025-08-26 19:11:53.980170,sign_up,/products/widget,affiliate,desktop,0.0
user_00905,2025-09-05 12:22:21.980170,page_view,/,direct,desktop,0.0
user_00894,2025-10-08 18:37:54.980170,page_view,/products,organic,desktop,0.0
user_01929,2025-10-05 06:22:47.980170,page_view,/products,facebook,desktop,0.0
user_00244,2025-09-25 07:04:19.980170,sign_up,/checkout,direct,tablet,0.0
user_00764,2025-08-25 02:23:43.980170,page_view,/checkout,google,desktop,0.0
user_00184,2025-08-12 16:42:03.980170,begin_checkout,/products,google,mobile,0.0
user_00337,2025-09-03 07:25:24.980170,page_view,/home,organic,mobile,0.0
user_02213,2025-08-18 00:31:20.980170,page_view,/products/gadget,direct,desktop,0.0
user_02257,2025-10-16 02:22:16.980170,page_view,/products,google,desktop,0.0
user_02256,2025-08-20 14:05:43.980170,page_view,/products,google,desktop,0.0
user_00221,2025-08-10 12:19:21.980170,add_to_cart,/products,facebook,tablet,0.0
user_01212,2025-10-05 04:48:53.980170,page_view,/pricing,twitter,mobile,0.0
user_01945,2025-10-07 13:57:52.980170,remove_from_cart,/blog,google,desktop,0.0
user_00870,2025-10-31 04:06:47.980170,page_view,/blog/how-to,facebook,desktop,0.0
user_00633,2025-08-11 04:26:17.980170,page_view,/products,direct,mobile,0.0
user_02194,2025-08-07 14:29:22.980170,begin_checkout,/checkout,google,mobile,0.0
user_02003,2025-09-28 20:48:51.980170,page_view,/contact,google,desktop,0.0
user_00933,2025-09-27 05:07:50.980170,page_view,/contact,direct,desktop,0.0
user_01933,2025-10-25 22:13:46.980170,page_view,/,google,mobile,0.0
user_01425,2025-09-20 21:16:10.980170,page_view,/,affiliate,mobile,0.0
user_01579,2025-10-07 10:35:12.980170,page_view,/,google,tablet,0.0
user_00460,2025-09-10 16:25:52.980170,begin_checkout,/cart,google,desktop,0.0
user_01833,2025-10-20 02:23:40.980170,add_to_cart,/products/widget,direct,mobile,0.0
user_01814,2025-09-01 16:19:31.980170,page_view,/blog,twitter,desktop,0.0
user_01104,2025-10-12 01:07:37.980170,page_view,/,google,mobile,0.0
user_01984,2025-08-14 12:09:11.980170,page_view,/blog,organic,mobile,0.0
user_01940,2025-08-29 18:45:37.980170,page_view,/products/widget,organic,mobile,0.0
user_00567,2025-10-17 02:14:16.980170,page_view,/products,google,mobile,0.0
user_00270,2025-08-20 05:41:32.980170,purchase,/products/gadget,affiliate,desktop,10.49
user_01811,2025-09-29 16:35:04.980170,add_to_cart,/cart,direct,mobile,0.0
user_00782,2025-08-11 14:00:49.980170,purchase,/checkout,direct,mobile,7.13
user_01178,2025-09-05 01:03:09.980170,begin_checkout,/contact,google,desktop,0.0
user_00792,2025-10-13 06:33:40.980170,page_view,/contact,google,mobile,0.0
user_00569,2025-09-17 22:36:09.980170,page_view,/checkout,google,mobile,0.0
user_00519,2025-08-23 20:05:39.980170,page_view,/home,google,mobile,0.0
user_02088,2025-08-06 02:45:40.980170,page_view,/pricing,direct,desktop,0.0
user_02079,2025-10-28 05:21:30.980170,page_view,/home,direct,mobile,0.0
user_00270,2025-09-04 12:56:04.980170,page_view,/home,google,mobile,0.0
user_02340,2025-10-22 15:12:46.980170,sign_up,/products/gadget,direct,desktop,0.0
user_00817,2025-08-13 01:25:08.980170,page_view,/products,direct,desktop,0.0
user_00402,2025-08-20 22:18:14.980170,page_view,/products,organic,mobile,0.0
user_01022,2025-10-17 13:25:05.980170,purchase,/products,google,desktop,15.32
user_01359,2025-09-03 15:03:19.980170,add_to_cart,/pricing,direct,desktop,0.0
user_00303,2025-09-25 04:50:49.980170,page_view,/blog/how-to,direct,desktop,0.0
user_00355,2025-10-09 03:21:20.980170,page_view,/pricing,direct,desktop,0.0
user_00696,2025-09-28 16:32:52.980170,page_view,/products/widget,organic,desktop,0.0
user_00357,2025-08-06 09:33:20.980170,purchase,/cart,facebook,mobile,54.84
user_00274,2025-10-27 04:30:52.980170,begin_checkout,/cart,direct,desktop,0.0
user_01072,2025-09-11 17:47:58.980170,add_to_cart,/products/gadget,google,mobile,0.0
user_00705,2025-08-10 12:34:58.980170,remove_from_cart,/products/widget,google,desktop,0.0
user_00472,2025-09-27 07:08:00.980170,page_view,/contact,direct,mobile,0.0
user_00108,2025-09-27 06:59:45.980170,add_to_cart,/products/widget,facebook,desktop,0.0
user_01008,2025-10-14 17:57:33.980170,add_to_cart,/cart,newsletter,mobile,0.0
user_01823,2025-08-09 15:07:09.980170,begin_checkout,/products/gadget,organic,desktop,0.0
user_01320,2025-08-05 18:50:48.980170,purchase,/,facebook,desktop,5.86
user_00229,2025-10-01 21:17:53.980170,page_view,/pricing,google,desktop,0.0
user_00312,2025-09-03 04:47:23.980170,sign_up,/blog/how-to,affiliate,mobile,0.0
user_00025,2025-10-20 06:07:35.980170,add_to_cart,/products/gadget,newsletter,desktop,0.0
user_01521,2025-08-10 02:04:34.980170,page_view,/blog,google,desktop,0.0
user_00241,2025-10-08 12:15:43.980170,page_view,/,direct,desktop,0.0
user_02131,2025-09-18 12:10:52.980170,page_view,/,direct,desktop,0.0
user_01064,2025-09-30 12:52:47.980170,page_view,/blog,google,mobile,0.0
user_01265,2025-10-16 14:29:14.980170,begin_checkout,/checkout,organic,mobile,0.0
user_02182,2025-08-23 20:43:17.980170,page_view,/blog,direct,desktop,0.0
user_00013,2025-08-15 23:29:42.980170,page_view,/,google,desktop,0.0
user_02398,2025-08-10 09:46:39.980170,sign_up,/products/widget,newsletter,desktop,0.0
user_01961,2025-08-22 01:08:45.980170,begin_checkout,/products/gadget,twitter,mobile,0.0
user_01816,2025-08-11 09:48:21.980170,page_view,/products,direct,desktop,0.0
user_02141,2025-09-13 10:02:53.980170,page_view,/pricing,facebook,desktop,0.0
user_01521,2025-09-10 05:11:32.980170,page_view,/,google,tablet,0.0
user_01785,2025-09-30 05:29:23.980170,add_to_cart,/home,direct,desktop,0.0
user_02246,2025-10-16 08:36:51.980170,page_view,/blog,facebook,mobile,0.0
user_00476,2025-10-02 23:12:01.980170,page_view,/home,google,desktop,0.0
user_01680,2025-09-29 23:33:15.980170,page_view,/pricing,direct,desktop,0.0
user_01675,2025-10-03 16:07:32.980170,purchase,/checkout,google,desktop,28.37
user_00638,2025-09-06 22:29:43.980170,page_view,/home,google,desktop,0.0
user_01238,2025-08-13 20:34:27.980170,page_view,/products/widget,twitter,desktop,0.0
user_02071,2025-10-16 18:22:26.980170,page_view,/,google,mobile,0.0
user_01766,2025-09-26 19:20:50.980170,page_view,/,organic,mobile,0.0
user_00244,2025-09-02 22:51:39.980170,page_view,/,google,mobile,0.0
user_02329,2025-10-13 08:48:51.980170,purchase,/checkout,affiliate,mobile,33.75
user_00941,2025-09-13 10:14:47.980170,page_view,/,organic,mobile,0.0
user_02048,2025-08-05 21:52:44.980170,page_view,/products/gadget,google,mobile,0.0
user_00994,2025-08-29 03:24:36.980170,page_view,/blog,google,mobile,0.0
user_01384,2025-08-17 18:09:39.980170,page_view,/contact,affiliate,desktop,0.0
user_00473,2025-10-05 14:00:09.980170,add_to_cart,/cart,twitter,desktop,0.0
user_01390,2025-08-02 22:40:18.980170,purchase,/cart,google,mobile,10.26
user_01663,2025-10-19 03:23:12.980170,page_view,/products,organic,desktop,0.0
user_01687,2025-10-19 07:54:27.980170,page_view,/home,organic,desktop,0.0
user_00408,2025-10-26 11:17:12.980170,begin_checkout,/checkout,organic,mobile,0.0
user_01773,2025-09-25 07:04:47.980170,page_view,/products/widget,google,mobile,0.0
user_01017,2025-09-30 07:07:36.980170,purchase,/products/gadget,affiliate,mobile,23.56
user_01586,2025-09-20 11:24:38.980170,page_view,/products/widget,twitter,desktop,0.0
user_01392,2025-10-16 12:44:05.980170,page_view,/blog/how-to,google,desktop,0.0
user_00721,2025-08-17 13:34:50.980170,add_to_cart,/cart,facebook,mobile,0.0
user_01733,2025-09-18 17:52:15.980170,page_view,/blog/how-to,facebook,mobile,0.0
user_02035,2025-10-30 01:36:42.980170,page_view,/blog,google,mobile,0.0
user_00448,2025-10-10 16:38:41.980170,page_view,/products,organic,mobile,0.0
user_01696,2025-10-20 04:28:39.980170,purchase,/cart,google,desktop,47.19
user_01665,2025-09-03 03:22:04.980170,page_view,/blog,organic,desktop,0.0
user_01861,2025-10-01 10:43:22.980170,add_to_cart,/products,direct,mobile,0.0
user_01845,2025-09-10 08:46:33.980170,page_view,/pricing,affiliate,desktop,0.0
user_00535,2025-08-07 19:44:52.980170,add_to_cart,/cart,direct,tablet,0.0
user_01077,2025-08-10 04:26:44.980170,page_view,/blog/how-to,google,mobile,0.0
user_00399,2025-09-11 21:53:48.980170,add_to_cart,/products/gadget,facebook,mobile,0.0
user_01833,2025-08-31 10:18:44.980170,page_view,/blog,organic,desktop,0.0
user_01744,2025-08-26 01:42:02.980170,page_view,/products/widget,organic,desktop,0.0
user_00149,2025-09-26 16:21:34.980170,page_view,/products/gadget,facebook,mobile,0.0
user_02411,2025-08-29 10:48:16.980170,add_to_cart,/products/widget,google,desktop,0.0
user_02467,2025-09-16 01:27:42.980170,page_view,/blog,facebook,tablet,0.0
user_02340,2025-10-08 05:47:37.980170,page_view,/pricing,facebook,mobile,0.0
user_02158,2025-10-07 11:29:54.980170,page_view,/pricing,organic,desktop,0.0
user_02316,2025-10-08 22:17:09.980170,add_to_cart,/checkout,google,mobile,0.0
user_00149,2025-10-10 21:39:53.980170,page_view,/pricing,twitter,tablet,0.0
user_01964,2025-08-18 07:46:30.980170,page_view,/,twitter,desktop,0.0
user_00265,2025-08-14 17:31:42.980170,begin_checkout,/checkout,organic,desktop,0.0
user_01695,2025-09-11 08:27:40.980170,page_view,/pricing,direct,desktop,0.0
user_00040,2025-10-20 16:25:12.980170,page_view,/products/widget,google,mobile,0.0
user_01490,2025-10-26 05:10:17.980170,add_to_cart,/checkout,facebook,desktop,0.0
user_01793,2025-09-15 20:21:34.980170,purchase,/checkout,google,desktop,110.25
user_00185,2025-08-26 09:53:32.980170,page_view,/home,organic,mobile,0.0
user_01919,2025-08-20 02:18:40.980170,begin_checkout,/cart,google,mobile,0.0
user_01458,2025-10-03 03:15:10.980170,purchase,/cart,google,desktop,284.03
user_02039,2025-10-25 19:39:02.980170,page_view,/blog,google,desktop,0.0
user_02376,2025-10-05 01:29:54.980170,page_view,/home,google,desktop,0.0
user_00632,2025-10-08 19:54:51.980170,purchase,/products,direct,desktop,81.73
user_00806,2025-10-02 14:13:29.980170,page_view,/products/widget,direct,mobile,0.0
user_02408,2025-10-02 11:12:18.980170,page_view,/pricing,facebook,desktop,0.0
user_01122,2025-10-04 14:45:37.980170,page_view,/home,google,desktop,0.0
user_00620,2025-08-27 05:58:00.980170,purchase,/cart,google,desktop,5.94
user_00077,2025-10-26 01:18:38.980170,page_view,/home,facebook,desktop,0.0
user_01963,2025-09-13 07:18:25.980170,add_to_cart,/cart,direct,mobile,0.0
user_02378,2025-10-10 05:40:04.980170,page_view,/blog/how-to,facebook,mobile,0.0
user_00272,2025-10-13 13:10:16.980170,page_view,/products/widget,organic,desktop,0.0
user_00181,2025-08-13 22:24:54.980170,begin_checkout,/checkout,organic,mobile,0.0
user_01368,2025-10-22 14:25:35.980170,page_view,/blog/how-to,newsletter,mobile,0.0
user_01695,2025-09-22 18:10:07.980170,page_view,/blog,facebook,desktop,0.0
user_02454,2025-08-14 18:06:33.980170,sign_up,/,google,desktop,0.0
user_00072,2025-10-22 10:16:38.980170,page_view,/products,google,desktop,0.0
user_01135,2025-08-23 15:43:28.980170,page_view,/blog/how-to,newsletter,mobile,0.0
user_01765,2025-08-06 13:06:44.980170,add_to_cart,/blog/how-to,google,desktop,0.0
user_02361,2025-10-05 15:57:53.980170,page_view,/blog/how-to,facebook,desktop,0.0
user_00655,2025-08-31 03:12:48.980170,page_view,/pricing,organic,desktop,0.0
user_00338,2025-10-17 21:56:42.980170,page_view,/products/widget,organic,mobile,0.0
user_02400,2025-09-21 17:02:42.980170,page_view,/home,affiliate,desktop,0.0
user_02077,2025-08-09 15:53:35.980170,page_view,/blog/how-to,twitter,desktop,0.0
user_02396,2025-09-22 02:46:08.980170,sign_up,/home,google,mobile,0.0
user_00029,2025-09-17 11:40:14.980170,page_view,/,direct,mobile,0.0
user_00357,2025-08-25 20:06:25.980170,add_to_cart,/checkout,direct,desktop,0.0
user_00871,2025-09-17 07:38:29.980170,add_to_cart,/products/gadget,google,mobile,0.0
user_01924,2025-10-12 06:38:00.980170,page_view,/contact,google,mobile,0.0
user_01425,2025-10-13 15:06:54.980170,page_view,/,affiliate,mobile,0.0
user_01777,2025-08-06 03:33:59.980170,page_view,/cart,google,desktop,0.0
user_00446,2025-09-27 04:06:49.980170,page_view,/products/gadget,facebook,mobile,0.0
user_01356,2025-08-19 12:32:29.980170,page_view,/,organic,mobile,0.0
user_00998,2025-10-09 13:30:14.980170,page_view,/products/widget,direct,mobile,0.0
user_01598,2025-08-12 17:10:33.980170,page_view,/checkout,facebook,mobile,0.0
user_01840,2025-09-07 12:52:13.980170,page_view,/products/widget,direct,tablet,0.0
user_00499,2025-10-26 21:19:16.980170,page_view,/home,direct,mobile,0.0
user_01204,2025-08-29 11:24:39.980170,add_to_cart,/products/widget,google,desktop,0.0
user_00305,2025-09-17 11:08:10.980170,page_view,/blog,facebook,desktop,0.0
user_01355,2025-09-09 18:58:39.980170,page_view,/home,direct,mobile,0.0
user_02288,2025-10-23 14:44:43.980170,page_view,/products/gadget,direct,desktop,0.0
user_00942,2025-08-17 09:34:26.980170,page_view,/pricing,newsletter,mobile,0.0
user_02240,2025-08-20 07:43:35.980170,page_view,/products/gadget,facebook,desktop,0.0
user_02139,2025-08-19 19:16:00.980170,page_view,/products,organic,mobile,0.0
user_01051,2025-08-12 18:19:33.980170,add_to_cart,/checkout,direct,tablet,0.0
user_01629,2025-10-19 13:30:13.980170,add_to_cart,/products/widget,facebook,tablet,0.0
user_01905,2025-09-22 13:47:27.980170,page_view,/,facebook,mobile,0.0
user_00341,2025-09-07 05:07:19.980170,sign_up,/checkout,facebook,desktop,0.0
user_02035,2025-09-15 17:33:35.980170,page_view,/blog,organic,desktop,0.0
user_01080,2025-09-13 12:57:27.980170,page_view,/,organic,desktop,0.0
user_00067,2025-08-09 07:43:08.980170,begin_checkout,/cart,organic,mobile,0.0
user_01081,2025-08-08 06:51:15.980170,page_view,/,google,mobile,0.0
user_01317,2025-08-17 03:06:40.980170,remove_from_cart,/products,facebook,desktop,0.0
user_01964,2025-10-20 10:49:56.980170,page_view,/blog/how-to,google,desktop,0.0
user_01179,2025-08-10 22:06:32.980170,page_view,/blog,direct,mobile,0.0
user_01474,2025-10-18 14:46:34.980170,sign_up,/contact,facebook,desktop,0.0
